-2.20,9.49,-0.07,-0.29,0.39,-0.47
-2.20,9.49,-0.07,-0.29,0.39,-0.47
-2.20,9.49,-0.07,-0.29,0.39,-0.47
-2.20,9.49,-0.07,-0.29,0.39,-0.47
-2.20,9.49,-0.07,-0.29,0.39,-0.47
-2.34,9.99,0.29,-0.07,0.03,-0.30
-2.34,9.99,0.29,-0.07,0.03,-0.30
-2.34,9.99,0.29,-0.07,0.03,-0.30
-2.34,9.99,0.29,-0.07,0.03,-0.30
-2.34,9.99,0.29,-0.07,0.03,-0.30
-2.33,9.83,0.80,-0.03,-0.17,-0.20
-2.33,9.83,0.80,-0.03,-0.17,-0.20
-2.33,9.83,0.80,-0.03,-0.17,-0.20
-2.33,9.83,0.80,-0.03,-0.17,-0.20
-2.33,9.83,0.80,-0.03,-0.17,-0.20
-2.33,9.83,0.80,-0.03,-0.17,-0.20
-2.29,9.64,0.37,-0.08,-0.25,-0.18
-2.29,9.64,0.37,-0.08,-0.25,-0.18
-2.29,9.64,0.37,-0.08,-0.25,-0.18
-2.29,9.64,0.37,-0.08,-0.25,-0.18
-2.29,9.64,0.37,-0.08,-0.25,-0.18
-2.45,9.40,0.10,-0.11,-0.12,-0.11
-2.45,9.40,0.10,-0.11,-0.12,-0.11
-2.45,9.40,0.10,-0.11,-0.12,-0.11
-2.45,9.40,0.10,-0.11,-0.12,-0.11
-2.45,9.40,0.10,-0.11,-0.12,-0.11
-2.45,9.40,0.10,-0.11,-0.12,-0.11
-2.76,9.41,0.38,0.01,-0.11,-0.04
-2.76,9.41,0.38,0.01,-0.11,-0.04
-2.76,9.41,0.38,0.01,-0.11,-0.04
-2.76,9.41,0.38,0.01,-0.11,-0.04
-2.76,9.41,0.38,0.01,-0.11,-0.04
-2.75,9.47,0.72,0.09,-0.27,-0.01
-2.75,9.47,0.72,0.09,-0.27,-0.01
-2.75,9.47,0.72,0.09,-0.27,-0.01
-2.75,9.47,0.72,0.09,-0.27,-0.01
-2.75,9.47,0.72,0.09,-0.27,-0.01
-2.63,9.47,0.75,0.05,-0.23,-0.05
-2.63,9.47,0.75,0.05,-0.23,-0.05
-2.63,9.47,0.75,0.05,-0.23,-0.05
-2.63,9.47,0.75,0.05,-0.23,-0.05
-2.63,9.47,0.75,0.05,-0.23,-0.05
-2.63,9.47,0.75,0.05,-0.23,-0.05
-2.53,9.37,0.62,0.02,-0.19,-0.03
-2.53,9.37,0.62,0.02,-0.19,-0.03
-2.53,9.37,0.62,0.02,-0.19,-0.03
-2.53,9.37,0.62,0.02,-0.19,-0.03
-2.53,9.37,0.62,0.02,-0.19,-0.03
-2.66,9.37,0.53,0.03,-0.07,-0.01
-2.66,9.37,0.53,0.03,-0.07,-0.01
-2.66,9.37,0.53,0.03,-0.07,-0.01
-2.66,9.37,0.53,0.03,-0.07,-0.01
-2.66,9.37,0.53,0.03,-0.07,-0.01
-2.66,9.37,0.53,0.03,-0.07,-0.01
-2.78,9.50,0.52,0.07,-0.06,-0.01
-2.78,9.50,0.52,0.07,-0.06,-0.01
-2.78,9.50,0.52,0.07,-0.06,-0.01
-2.78,9.50,0.52,0.07,-0.06,-0.01
-2.78,9.50,0.52,0.07,-0.06,-0.01
-2.77,9.59,0.78,0.15,-0.14,0.01
-2.77,9.59,0.78,0.15,-0.14,0.01
-2.77,9.59,0.78,0.15,-0.14,0.01
-2.77,9.59,0.78,0.15,-0.14,0.01
-2.77,9.59,0.78,0.15,-0.14,0.01
-2.47,9.38,0.87,0.15,-0.24,0.04
-2.47,9.38,0.87,0.14,-0.24,0.04
-2.47,9.38,0.87,0.14,-0.24,0.04
-2.47,9.38,0.87,0.14,-0.24,0.04
